month_date,category,budget,actual,variance,favorable
2026-01-01,Sales,0.0,0.0,0.0,True
2026-02-01,Sales,0.0,0.0,0.0,True
2026-03-01,Sales,0.0,0.0,0.0,True
2026-04-01,Sales,0.0,0.0,0.0,True
2026-05-01,Sales,0.0,0.0,0.0,True
2026-06-01,Sales,0.0,0.0,0.0,True
2026-07-01,Sales,0.0,0.0,0.0,True
2026-08-01,Sales,0.0,0.0,0.0,True
2026-09-01,Sales,0.0,0.0,0.0,True
2026-10-01,Sales,0.0,0.0,0.0,True
2026-11-01,Sales,0.0,0.0,0.0,True
2026-12-01,Sales,0.0,0.0,0.0,True
2027-01-01,Sales,12500.0,11343.51,-1156.4899999999998,True
2027-02-01,Sales,12500.0,10718.09,-1781.9099999999999,True
2027-03-01,Sales,12500.0,14102.98,1602.9799999999996,False
2027-04-01,Sales,31250.0,29687.5,-1562.5,True
2027-05-01,Sales,31250.0,29445.64,-1804.3600000000006,True
2027-06-01,Sales,31250.0,32812.5,1562.5,False
2027-07-01,Sales,62500.0,53262.15,-9237.849999999999,True
2027-08-01,Sales,62500.0,58337.91,-4162.0899999999965,True
2027-09-01,Sales,62500.0,66306.88,3806.8800000000047,False
2027-10-01,Sales,62500.0,65625.0,3125.0,False
2027-11-01,Sales,62500.0,71533.86,9033.86,False
2027-12-01,Sales,62500.0,65625.0,3125.0,False
2028-01-01,Sales,187500.0,178125.0,-9375.0,True
2028-02-01,Sales,187500.0,202205.58,14705.579999999987,False
2028-03-01,Sales,187500.0,210187.19,22687.190000000002,False
2028-04-01,Sales,187500.0,199914.15,12414.149999999994,False
2028-05-01,Sales,187500.0,213555.63,26055.630000000005,False
2028-06-01,Sales,187500.0,203362.79,15862.790000000008,False
2028-07-01,Sales,393750.0,437078.42,43328.419999999984,False
2028-08-01,Sales,393750.0,348166.04,-45583.96000000002,True
2028-09-01,Sales,393750.0,421203.85,27453.849999999977,False
2028-10-01,Sales,393750.0,374062.5,-19687.5,True
2028-11-01,Sales,393750.0,413437.5,19687.5,False
2028-12-01,Sales,393750.0,413437.5,19687.5,False
2029-01-01,Sales,1043750.0,1190860.86,147110.8600000001,False
2029-02-01,Sales,1043750.0,1195483.51,151733.51,False
2029-03-01,Sales,1043750.0,977438.97,-66311.03000000003,True
2029-04-01,Sales,1043750.0,1116944.06,73194.06000000006,False
2029-05-01,Sales,1043750.0,1122026.1,78276.1000000001,False
2029-06-01,Sales,1043750.0,991562.5,-52187.5,True
2029-07-01,Sales,1737500.0,1541442.12,-196057.8799999999,True
2029-08-01,Sales,1737500.0,1498218.6,-239281.3999999999,True
2029-09-01,Sales,1737500.0,1882065.11,144565.1100000001,False
2029-10-01,Sales,1737500.0,1650625.0,-86875.0,True
2029-11-01,Sales,1737500.0,1990587.81,253087.81000000006,False
2029-12-01,Sales,1737500.0,1650625.0,-86875.0,True
2026-01-01,Marketing,0.0,0.0,0.0,True
2026-02-01,Marketing,0.0,0.0,0.0,True
2026-03-01,Marketing,0.0,0.0,0.0,True
2026-04-01,Marketing,0.0,0.0,0.0,True
2026-05-01,Marketing,0.0,0.0,0.0,True
2026-06-01,Marketing,0.0,0.0,0.0,True
2026-07-01,Marketing,0.0,0.0,0.0,True
2026-08-01,Marketing,0.0,0.0,0.0,True
2026-09-01,Marketing,0.0,0.0,0.0,True
2026-10-01,Marketing,0.0,0.0,0.0,True
2026-11-01,Marketing,0.0,0.0,0.0,True
2026-12-01,Marketing,0.0,0.0,0.0,True
2027-01-01,Marketing,37500.0,39472.19,1972.1900000000023,False
2027-02-01,Marketing,37500.0,39899.15,2399.1500000000015,False
2027-03-01,Marketing,37500.0,40579.36,3079.3600000000006,False
2027-04-01,Marketing,37500.0,41611.39,4111.389999999999,False
2027-05-01,Marketing,37500.0,40193.6,2693.5999999999985,False
2027-06-01,Marketing,37500.0,40884.81,3384.8099999999977,False
2027-07-01,Marketing,37500.0,32425.84,-5074.16,True
2027-08-01,Marketing,37500.0,34513.52,-2986.480000000003,True
2027-09-01,Marketing,37500.0,39375.0,1875.0,False
2027-10-01,Marketing,37500.0,41528.91,4028.9100000000035,False
2027-11-01,Marketing,37500.0,31925.63,-5574.369999999999,True
2027-12-01,Marketing,37500.0,39375.0,1875.0,False
2028-01-01,Marketing,75000.0,78988.97,3988.970000000001,False
2028-02-01,Marketing,75000.0,64416.16,-10583.839999999997,True
2028-03-01,Marketing,75000.0,71250.0,-3750.0,True
2028-04-01,Marketing,75000.0,83901.78,8901.779999999999,False
2028-05-01,Marketing,75000.0,78861.29,3861.2899999999936,False
2028-06-01,Marketing,75000.0,69097.31,-5902.690000000002,True
2028-07-01,Marketing,75000.0,82937.58,7937.580000000002,False
2028-08-01,Marketing,75000.0,71250.0,-3750.0,True
2028-09-01,Marketing,75000.0,82950.26,7950.259999999995,False
2028-10-01,Marketing,75000.0,70476.23,-4523.770000000004,True
2028-11-01,Marketing,75000.0,78750.0,3750.0,False
2028-12-01,Marketing,75000.0,71250.0,-3750.0,True
2029-01-01,Marketing,150000.0,139867.13,-10132.869999999995,True
2029-02-01,Marketing,150000.0,167395.09,17395.089999999997,False
2029-03-01,Marketing,150000.0,135941.72,-14058.279999999999,True
2029-04-01,Marketing,150000.0,131316.52,-18683.48000000001,True
2029-05-01,Marketing,150000.0,142500.0,-7500.0,True
2029-06-01,Marketing,150000.0,159793.76,9793.76000000001,False
2029-07-01,Marketing,150000.0,163834.42,13834.420000000013,False
2029-08-01,Marketing,150000.0,172443.45,22443.45000000001,False
2029-09-01,Marketing,150000.0,140836.29,-9163.709999999992,True
2029-10-01,Marketing,150000.0,142500.0,-7500.0,True
2029-11-01,Marketing,150000.0,133656.96,-16343.040000000008,True
2029-12-01,Marketing,150000.0,157500.0,7500.0,False
2026-01-01,Creative,0.0,0.0,0.0,True
2026-02-01,Creative,0.0,0.0,0.0,True
2026-03-01,Creative,0.0,0.0,0.0,True
2026-04-01,Creative,0.0,0.0,0.0,True
2026-05-01,Creative,0.0,0.0,0.0,True
2026-06-01,Creative,0.0,0.0,0.0,True
2026-07-01,Creative,0.0,0.0,0.0,True
2026-08-01,Creative,0.0,0.0,0.0,True
2026-09-01,Creative,0.0,0.0,0.0,True
2026-10-01,Creative,0.0,0.0,0.0,True
2026-11-01,Creative,0.0,0.0,0.0,True
2026-12-01,Creative,0.0,0.0,0.0,True
2027-01-01,Creative,20000.0,21000.0,1000.0,False
2027-02-01,Creative,20000.0,19000.0,-1000.0,True
2027-03-01,Creative,20000.0,19000.0,-1000.0,True
2027-04-01,Creative,20000.0,22755.26,2755.2599999999984,False
2027-05-01,Creative,20000.0,21511.78,1511.7799999999988,False
2027-06-01,Creative,20000.0,21000.0,1000.0,False
2027-07-01,Creative,20000.0,18707.25,-1292.75,True
2027-08-01,Creative,20000.0,22381.98,2381.9799999999996,False
2027-09-01,Creative,20000.0,18410.58,-1589.4199999999983,True
2027-10-01,Creative,20000.0,18952.06,-1047.9399999999987,True
2027-11-01,Creative,20000.0,22454.39,2454.3899999999994,False
2027-12-01,Creative,20000.0,21000.0,1000.0,False
2028-01-01,Creative,40000.0,42907.82,2907.8199999999997,False
2028-02-01,Creative,40000.0,42000.0,2000.0,False
2028-03-01,Creative,40000.0,42000.0,2000.0,False
2028-04-01,Creative,40000.0,37592.6,-2407.4000000000015,True
2028-05-01,Creative,40000.0,36896.46,-3103.540000000001,True
2028-06-01,Creative,40000.0,37869.91,-2130.0899999999965,True
2028-07-01,Creative,40000.0,35865.3,-4134.699999999997,True
2028-08-01,Creative,40000.0,44491.77,4491.769999999997,False
2028-09-01,Creative,40000.0,37398.96,-2601.040000000001,True
2028-10-01,Creative,40000.0,42000.0,2000.0,False
2028-11-01,Creative,40000.0,43503.69,3503.6900000000023,False
2028-12-01,Creative,40000.0,43405.89,3405.8899999999994,False
2029-01-01,Creative,60000.0,57000.0,-3000.0,True
2029-02-01,Creative,60000.0,57000.0,-3000.0,True
2029-03-01,Creative,60000.0,68904.63,8904.630000000005,False
2029-04-01,Creative,60000.0,63142.75,3142.75,False
2029-05-01,Creative,60000.0,65663.49,5663.490000000005,False
2029-06-01,Creative,60000.0,67245.97,7245.970000000001,False
2029-07-01,Creative,60000.0,65176.62,5176.620000000003,False
2029-08-01,Creative,60000.0,54333.23,-5666.769999999997,True
2029-09-01,Creative,60000.0,63000.0,3000.0,False
2029-10-01,Creative,60000.0,52834.09,-7165.9100000000035,True
2029-11-01,Creative,60000.0,63000.0,3000.0,False
2029-12-01,Creative,60000.0,68196.29,8196.289999999994,False
2026-01-01,Technology,166666.67,175000.0,8333.329999999987,False
2026-02-01,Technology,166666.67,158333.33,-8333.340000000026,True
2026-03-01,Technology,166666.67,143458.8,-23207.870000000024,True
2026-04-01,Technology,166666.67,189655.39,22988.72,False
2026-05-01,Technology,166666.67,146816.8,-19849.870000000024,True
2026-06-01,Technology,166666.67,143720.62,-22946.050000000017,True
2026-07-01,Technology,166666.67,153970.0,-12696.670000000013,True
2026-08-01,Technology,166666.67,144943.19,-21723.48000000001,True
2026-09-01,Technology,166666.67,158333.33,-8333.340000000026,True
2026-10-01,Technology,166666.67,175000.0,8333.329999999987,False
2026-11-01,Technology,166666.67,157295.16,-9371.51000000001,True
2026-12-01,Technology,166666.67,144214.69,-22451.98000000001,True
2027-01-01,Technology,208333.33,184058.36,-24274.97,True
2027-02-01,Technology,208333.33,197916.67,-10416.659999999974,True
2027-03-01,Technology,208333.33,180866.36,-27466.97,True
2027-04-01,Technology,208333.33,220720.19,12386.860000000015,False
2027-05-01,Technology,208333.33,190022.12,-18311.209999999992,True
2027-06-01,Technology,208333.33,195962.81,-12370.51999999999,True
2027-07-01,Technology,208333.33,197916.67,-10416.659999999974,True
2027-08-01,Technology,208333.33,197916.67,-10416.659999999974,True
2027-09-01,Technology,208333.33,177187.13,-31146.199999999983,True
2027-10-01,Technology,208333.33,184087.73,-24245.599999999977,True
2027-11-01,Technology,208333.33,231006.12,22672.790000000008,False
2027-12-01,Technology,208333.33,177160.4,-31172.929999999993,True
2028-01-01,Technology,250000.0,262500.0,12500.0,False
2028-02-01,Technology,250000.0,237500.0,-12500.0,True
2028-03-01,Technology,250000.0,237482.06,-12517.940000000002,True
2028-04-01,Technology,250000.0,237500.0,-12500.0,True
2028-05-01,Technology,250000.0,271043.59,21043.590000000026,False
2028-06-01,Technology,250000.0,275590.28,25590.280000000028,False
2028-07-01,Technology,250000.0,232026.14,-17973.859999999986,True
2028-08-01,Technology,250000.0,236686.78,-13313.220000000001,True
2028-09-01,Technology,250000.0,230686.21,-19313.790000000008,True
2028-10-01,Technology,250000.0,237500.0,-12500.0,True
2028-11-01,Technology,250000.0,263744.38,13744.380000000005,False
2028-12-01,Technology,250000.0,229618.97,-20381.03,True
2029-01-01,Technology,416666.67,395508.63,-21158.03999999998,True
2029-02-01,Technology,416666.67,470464.74,53798.07000000001,False
2029-03-01,Technology,416666.67,360237.83,-56428.83999999997,True
2029-04-01,Technology,416666.67,395833.33,-20833.339999999967,True
2029-05-01,Technology,416666.67,443111.42,26444.75,False
2029-06-01,Technology,416666.67,372973.42,-43693.25,True
2029-07-01,Technology,416666.67,360088.42,-56578.25,True
2029-08-01,Technology,416666.67,371442.34,-45224.32999999996,True
2029-09-01,Technology,416666.67,469019.57,52352.90000000002,False
2029-10-01,Technology,416666.67,355324.14,-61342.52999999997,True
2029-11-01,Technology,416666.67,377706.91,-38959.76000000001,True
2029-12-01,Technology,416666.67,358077.11,-58589.56,True
2026-01-01,Product Mgmt,33333.33,29439.63,-3893.7000000000007,True
2026-02-01,Product Mgmt,33333.33,35000.0,1666.6699999999983,False
2026-03-01,Product Mgmt,33333.33,30749.72,-2583.6100000000006,True
2026-04-01,Product Mgmt,33333.33,35000.0,1666.6699999999983,False
2026-05-01,Product Mgmt,33333.33,35000.0,1666.6699999999983,False
2026-06-01,Product Mgmt,33333.33,36827.69,3494.3600000000006,False
2026-07-01,Product Mgmt,33333.33,28380.75,-4952.580000000002,True
2026-08-01,Product Mgmt,33333.33,36867.03,3533.699999999997,False
2026-09-01,Product Mgmt,33333.33,35000.0,1666.6699999999983,False
2026-10-01,Product Mgmt,33333.33,29960.77,-3372.5600000000013,True
2026-11-01,Product Mgmt,33333.33,36062.71,2729.3799999999974,False
2026-12-01,Product Mgmt,33333.33,36888.25,3554.9199999999983,False
2027-01-01,Product Mgmt,53333.33,49401.55,-3931.779999999999,True
2027-02-01,Product Mgmt,53333.33,60034.03,6700.699999999997,False
2027-03-01,Product Mgmt,53333.33,50666.67,-2666.6600000000035,True
2027-04-01,Product Mgmt,53333.33,56000.0,2666.6699999999983,False
2027-05-01,Product Mgmt,53333.33,61087.73,7754.4000000000015,False
2027-06-01,Product Mgmt,53333.33,50666.67,-2666.6600000000035,True
2027-07-01,Product Mgmt,53333.33,58343.88,5010.549999999996,False
2027-08-01,Product Mgmt,53333.33,50427.72,-2905.6100000000006,True
2027-09-01,Product Mgmt,53333.33,58120.75,4787.419999999998,False
2027-10-01,Product Mgmt,53333.33,56000.0,2666.6699999999983,False
2027-11-01,Product Mgmt,53333.33,48795.02,-4538.310000000005,True
2027-12-01,Product Mgmt,53333.33,50666.67,-2666.6600000000035,True
2028-01-01,Product Mgmt,80000.0,75623.26,-4376.740000000005,True
2028-02-01,Product Mgmt,80000.0,69874.6,-10125.399999999994,True
2028-03-01,Product Mgmt,80000.0,68716.03,-11283.970000000001,True
2028-04-01,Product Mgmt,80000.0,76000.0,-4000.0,True
2028-05-01,Product Mgmt,80000.0,68456.82,-11543.179999999993,True
2028-06-01,Product Mgmt,80000.0,71971.71,-8028.289999999994,True
2028-07-01,Product Mgmt,80000.0,85404.4,5404.399999999994,False
2028-08-01,Product Mgmt,80000.0,84994.19,4994.190000000002,False
2028-09-01,Product Mgmt,80000.0,85725.93,5725.929999999993,False
2028-10-01,Product Mgmt,80000.0,75611.68,-4388.320000000007,True
2028-11-01,Product Mgmt,80000.0,89360.47,9360.470000000001,False
2028-12-01,Product Mgmt,80000.0,84000.0,4000.0,False
2029-01-01,Product Mgmt,133333.33,118374.39,-14958.939999999988,True
2029-02-01,Product Mgmt,133333.33,119082.08,-14251.249999999985,True
2029-03-01,Product Mgmt,133333.33,141057.15,7723.820000000007,False
2029-04-01,Product Mgmt,133333.33,120251.09,-13082.23999999999,True
2029-05-01,Product Mgmt,133333.33,140000.0,6666.670000000013,False
2029-06-01,Product Mgmt,133333.33,153004.31,19670.98000000001,False
2029-07-01,Product Mgmt,133333.33,113493.64,-19839.689999999988,True
2029-08-01,Product Mgmt,133333.33,113996.53,-19336.79999999999,True
2029-09-01,Product Mgmt,133333.33,153056.72,19723.390000000014,False
2029-10-01,Product Mgmt,133333.33,140000.0,6666.670000000013,False
2029-11-01,Product Mgmt,133333.33,118409.73,-14923.599999999991,True
2029-12-01,Product Mgmt,133333.33,149225.42,15892.090000000026,False
2026-01-01,Exec / Admin,20833.33,23210.71,2377.3799999999974,False
2026-02-01,Exec / Admin,20833.33,21875.0,1041.6699999999983,False
2026-03-01,Exec / Admin,20833.33,21875.0,1041.6699999999983,False
2026-04-01,Exec / Admin,20833.33,19415.75,-1417.5800000000017,True
2026-05-01,Exec / Admin,20833.33,18024.08,-2809.25,True
2026-06-01,Exec / Admin,20833.33,21875.0,1041.6699999999983,False
2026-07-01,Exec / Admin,20833.33,19550.55,-1282.7800000000025,True
2026-08-01,Exec / Admin,20833.33,21875.0,1041.6699999999983,False
2026-09-01,Exec / Admin,20833.33,22934.87,2101.5399999999972,False
2026-10-01,Exec / Admin,20833.33,17821.84,-3011.4900000000016,True
2026-11-01,Exec / Admin,20833.33,21875.0,1041.6699999999983,False
2026-12-01,Exec / Admin,20833.33,19153.84,-1679.4900000000016,True
2027-01-01,Exec / Admin,31250.0,34755.2,3505.199999999997,False
2027-02-01,Exec / Admin,31250.0,28940.6,-2309.4000000000015,True
2027-03-01,Exec / Admin,31250.0,32812.5,1562.5,False
2027-04-01,Exec / Admin,31250.0,32812.5,1562.5,False
2027-05-01,Exec / Admin,31250.0,29687.5,-1562.5,True
2027-06-01,Exec / Admin,31250.0,32915.19,1665.1900000000023,False
2027-07-01,Exec / Admin,31250.0,33366.59,2116.5899999999965,False
2027-08-01,Exec / Admin,31250.0,32812.5,1562.5,False
2027-09-01,Exec / Admin,31250.0,33672.71,2422.709999999999,False
2027-10-01,Exec / Admin,31250.0,35782.04,4532.040000000001,False
2027-11-01,Exec / Admin,31250.0,29687.5,-1562.5,True
2027-12-01,Exec / Admin,31250.0,32812.5,1562.5,False
2028-01-01,Exec / Admin,41666.67,35572.54,-6094.129999999997,True
2028-02-01,Exec / Admin,41666.67,45367.02,3700.3499999999985,False
2028-03-01,Exec / Admin,41666.67,43750.0,2083.3300000000017,False
2028-04-01,Exec / Admin,41666.67,39583.33,-2083.3399999999965,True
2028-05-01,Exec / Admin,41666.67,36592.57,-5074.0999999999985,True
2028-06-01,Exec / Admin,41666.67,46537.37,4870.700000000004,False
2028-07-01,Exec / Admin,41666.67,39583.33,-2083.3399999999965,True
2028-08-01,Exec / Admin,41666.67,43948.94,2282.270000000004,False
2028-09-01,Exec / Admin,41666.67,37283.84,-4382.830000000002,True
2028-10-01,Exec / Admin,41666.67,47436.04,5769.370000000003,False
2028-11-01,Exec / Admin,41666.67,37647.19,-4019.479999999996,True
2028-12-01,Exec / Admin,41666.67,37910.94,-3755.729999999996,True
2029-01-01,Exec / Admin,52083.33,57692.44,5609.110000000001,False
2029-02-01,Exec / Admin,52083.33,58529.94,6446.610000000001,False
2029-03-01,Exec / Admin,52083.33,47585.64,-4497.690000000002,True
2029-04-01,Exec / Admin,52083.33,49479.17,-2604.1600000000035,True
2029-05-01,Exec / Admin,52083.33,55731.69,3648.3600000000006,False
2029-06-01,Exec / Admin,52083.33,57995.3,5911.970000000001,False
2029-07-01,Exec / Admin,52083.33,49479.17,-2604.1600000000035,True
2029-08-01,Exec / Admin,52083.33,54687.5,2604.1699999999983,False
2029-09-01,Exec / Admin,52083.33,55860.15,3776.8199999999997,False
2029-10-01,Exec / Admin,52083.33,55694.83,3611.5,False
2029-11-01,Exec / Admin,52083.33,56504.59,4421.259999999995,False
2029-12-01,Exec / Admin,52083.33,54687.5,2604.1699999999983,False
2026-01-01,Ad Spend,0.0,0.0,0.0,True
2026-02-01,Ad Spend,0.0,0.0,0.0,True
2026-03-01,Ad Spend,0.0,0.0,0.0,True
2026-04-01,Ad Spend,0.0,0.0,0.0,True
2026-05-01,Ad Spend,0.0,0.0,0.0,True
2026-06-01,Ad Spend,0.0,0.0,0.0,True
2026-07-01,Ad Spend,0.0,0.0,0.0,True
2026-08-01,Ad Spend,0.0,0.0,0.0,True
2026-09-01,Ad Spend,0.0,0.0,0.0,True
2026-10-01,Ad Spend,0.0,0.0,0.0,True
2026-11-01,Ad Spend,0.0,0.0,0.0,True
2026-12-01,Ad Spend,0.0,0.0,0.0,True
2027-01-01,Ad Spend,25000.0,27943.66,2943.66,False
2027-02-01,Ad Spend,25000.0,26872.14,1872.1399999999994,False
2027-03-01,Ad Spend,25000.0,28688.56,3688.5600000000013,False
2027-04-01,Ad Spend,75000.0,78750.0,3750.0,False
2027-05-01,Ad Spend,75000.0,78750.0,3750.0,False
2027-06-01,Ad Spend,75000.0,70555.81,-4444.190000000002,True
2027-07-01,Ad Spend,150000.0,170139.1,20139.100000000006,False
2027-08-01,Ad Spend,150000.0,142500.0,-7500.0,True
2027-09-01,Ad Spend,150000.0,160732.98,10732.98000000001,False
2027-10-01,Ad Spend,150000.0,142500.0,-7500.0,True
2027-11-01,Ad Spend,150000.0,157500.0,7500.0,False
2027-12-01,Ad Spend,150000.0,159890.21,9890.209999999992,False
2028-01-01,Ad Spend,350000.0,367500.0,17500.0,False
2028-02-01,Ad Spend,350000.0,392744.06,42744.06,False
2028-03-01,Ad Spend,350000.0,332500.0,-17500.0,True
2028-04-01,Ad Spend,350000.0,367500.0,17500.0,False
2028-05-01,Ad Spend,350000.0,332500.0,-17500.0,True
2028-06-01,Ad Spend,350000.0,332500.0,-17500.0,True
2028-07-01,Ad Spend,750000.0,712500.0,-37500.0,True
2028-08-01,Ad Spend,750000.0,665806.58,-84193.42000000004,True
2028-09-01,Ad Spend,750000.0,658137.83,-91862.17000000004,True
2028-10-01,Ad Spend,750000.0,787685.23,37685.22999999998,False
2028-11-01,Ad Spend,750000.0,787500.0,37500.0,False
2028-12-01,Ad Spend,750000.0,787500.0,37500.0,False
2029-01-01,Ad Spend,1500000.0,1283894.9,-216105.1000000001,True
2029-02-01,Ad Spend,1500000.0,1421946.08,-78053.91999999993,True
2029-03-01,Ad Spend,1500000.0,1364014.43,-135985.57000000007,True
2029-04-01,Ad Spend,1500000.0,1625168.14,125168.1399999999,False
2029-05-01,Ad Spend,1500000.0,1662283.68,162283.67999999993,False
2029-06-01,Ad Spend,1500000.0,1386006.17,-113993.83000000007,True
2029-07-01,Ad Spend,2500000.0,2625886.87,125886.87000000011,False
2029-08-01,Ad Spend,2500000.0,2222022.1,-277977.8999999999,True
2029-09-01,Ad Spend,2500000.0,2331364.39,-168635.60999999987,True
2029-10-01,Ad Spend,2500000.0,2228990.87,-271009.1299999999,True
2029-11-01,Ad Spend,2500000.0,2337640.57,-162359.43000000017,True
2029-12-01,Ad Spend,2500000.0,2631052.41,131052.41000000015,False
2026-01-01,Other Marketing,0.0,0.0,0.0,True
2026-02-01,Other Marketing,0.0,0.0,0.0,True
2026-03-01,Other Marketing,0.0,0.0,0.0,True
2026-04-01,Other Marketing,0.0,0.0,0.0,True
2026-05-01,Other Marketing,0.0,0.0,0.0,True
2026-06-01,Other Marketing,0.0,0.0,0.0,True
2026-07-01,Other Marketing,0.0,0.0,0.0,True
2026-08-01,Other Marketing,0.0,0.0,0.0,True
2026-09-01,Other Marketing,0.0,0.0,0.0,True
2026-10-01,Other Marketing,0.0,0.0,0.0,True
2026-11-01,Other Marketing,0.0,0.0,0.0,True
2026-12-01,Other Marketing,0.0,0.0,0.0,True
2027-01-01,Other Marketing,5000.0,4284.84,-715.1599999999999,True
2027-02-01,Other Marketing,5000.0,4750.0,-250.0,True
2027-03-01,Other Marketing,5000.0,5562.66,562.6599999999999,False
